EDA 17Understand the distribution of reserved and assigned room types. Calculate summary statistics for the consistency between reserved and assigned room types.,,,,
changes_category,total_bookings,total_cancellations,total_non_canceled,cancellation_rate
1 Change,119390,44224,75166,37.04163
